comment_id,post_id,topic,comment_text,intent,sentiment_label,likes_on_comment,posted_on
C00055_P030,P030,Self-Image & Comparison,I relate to this too much da,validation,relatable,12,2025-07-11
C00056_P030,P030,Self-Image & Comparison,fr my last three years in one video lmaoo,validation,relatable,13,2025-07-11
C00057_P030,P030,Self-Image & Comparison,ok so my everyday routine 😭😭,validation,relatable,8,2025-07-11
C00058_P030,P030,Self-Image & Comparison,the edit quality is insane !!,generic,neutral,11,2025-07-11
C00059_P030,P030,Self-Image & Comparison,took the words right out of my mouth no cap,validation,relatable,10,2025-07-11
C00060_P030,P030,Self-Image & Comparison,that hit close to home ngl,validation,relatable,8,2025-07-11
C00061_P030,P030,Self-Image & Comparison,smooth transitions ++,generic,neutral,10,2025-07-11
C00062_P030,P030,Self-Image & Comparison,the edit quality is insane ++,generic,neutral,7,2025-07-11
C00063_P030,P030,Self-Image & Comparison,ok so literally me fr fr,validation,relatable,5,2025-07-11
C00064_P030,P030,Self-Image & Comparison,check my page 🔥,generic,neutral,8,2025-07-11
C00065_P030,P030,Self-Image & Comparison,why is this so me 💀,validation,relatable,16,2025-07-11
C00066_P030,P030,Self-Image & Comparison,fake deep,sarcasm,neutral,11,2025-07-11
C00067_P030,P030,Self-Image & Comparison,what app is this?,question,neutral,16,2025-07-11
C00068_P030,P030,Self-Image & Comparison,wait personal at this point ?!,validation,relatable,10,2025-07-11
C00069_P030,P030,Self-Image & Comparison,your page will blow up btw,generic,neutral,9,2025-07-11
C00070_P030,P030,Self-Image & Comparison,yes because everyone does this obviously,sarcasm,neutral,11,2025-07-11
C00071_P030,P030,Self-Image & Comparison,niec post 👍,generic,neutral,10,2025-07-11
C00072_P030,P030,Self-Image & Comparison,haha true :),generic,neutral,7,2025-07-11
C00073_P030,P030,Self-Image & Comparison,it's too accurate no cap,validation,relatable,12,2025-07-11
C00074_P030,P030,Self-Image & Comparison,i showed this to my roommate and we just sat in silence for a minute 🥲🥲,validation,relatable,8,2025-07-11
C00075_P030,P030,Self-Image & Comparison,"ok but this is literally everyone, nothing unique",sarcasm,neutral,12,2025-07-11
C00076_P030,P030,Self-Image & Comparison,this is so me bhai,validation,relatable,12,2025-07-11
C00077_P030,P030,Self-Image & Comparison,nice post,generic,neutral,8,2025-07-11
C00078_P030,P030,Self-Image & Comparison,cool edit,generic,neutral,6,2025-07-11
C00079_P030,P030,Self-Image & Comparison,the timing of this post is suspicious lmao,validation,relatable,13,2025-07-11
C00080_P030,P030,Self-Image & Comparison,hello?? it me fr,validation,relatable,10,2025-07-11
C00081_P030,P030,Self-Image & Comparison,the way so me ong,validation,relatable,6,2025-07-11
C00082_P030,P030,Self-Image & Comparison,follow for follow?,generic,neutral,19,2025-07-11
C00083_P030,P030,Self-Image & Comparison,saved this for the next time it happens lol,validation,relatable,6,2025-07-11
C00084_P030,P030,Self-Image & Comparison,I agree :),generic,neutral,12,2025-07-11
C00085_P030,P030,Self-Image & Comparison,part 3 when?,question,neutral,17,2025-07-11
C00086_P030,P030,Self-Image & Comparison,who hurt you bro,sarcasm,neutral,9,2025-07-11
C00087_P030,P030,Self-Image & Comparison,ok but my brain on a normal tuesday istg,validation,relatable,8,2025-07-11
C00088_P030,P030,Self-Image & Comparison,do a collab with us btw,generic,neutral,7,2025-07-11
C00089_P030,P030,Self-Image & Comparison,the ending 😭,ambiguous,neutral,9,2025-07-11
C00090_P030,P030,Self-Image & Comparison,every frame is my biography ong,validation,relatable,7,2025-07-11
C00091_P030,P030,Self-Image & Comparison,who allowed you to expose me like this lol,validation,relatable,12,2025-07-11
C00092_P030,P030,Self-Image & Comparison,keep it up,generic,neutral,6,2025-07-11
C00093_P030,P030,Self-Image & Comparison,sending this to the group chat with no context ngl,validation,relatable,11,2025-07-11
C00094_P030,P030,Self-Image & Comparison,your page will blow up ++,generic,neutral,19,2025-07-11
C00095_P030,P030,Self-Image & Comparison,SO TRUE!,generic,neutral,13,2025-07-11
C00000_P031,P031,Social Anxiety,"I rehearse before ordering coffee, no exaggeration",personal_story,relatable,14,2025-07-12
C00001_P031,P031,Social Anxiety,not me a documentary about me 💀,validation,relatable,13,2025-07-12
C00002_P031,P031,Social Anxiety,FR A DOCUMENTARY ABOUT ME NO CAP,validation,relatable,13,2025-07-12
C00003_P031,P031,Social Anxiety,COOL EDIT BTW,generic,neutral,5,2025-07-12
C00004_P031,P031,Social Anxiety,not this again,ambiguous,neutral,10,2025-07-12
C00005_P031,P031,Social Anxiety,this speaks for my whole generation lmaoo,validation,relatable,11,2025-07-12
C00006_P031,P031,Social Anxiety,who hurt you bro,sarcasm,neutral,5,2025-07-12
C00007_P031,P031,Social Anxiety,haha ++,generic,neutral,9,2025-07-12
C00008_P031,P031,Social Anxiety,"found this page today, already binged everything ++",generic,neutral,13,2025-07-12
C00009_P031,P031,Social Anxiety,oh.,ambiguous,neutral,8,2025-07-12
C00010_P031,P031,Social Anxiety,painfully aaaccurate 🥲🥲,validation,relatable,11,2025-07-12
C00011_P031,P031,Social Anxiety,exactly this,ambiguous,neutral,8,2025-07-12
C00012_P031,P031,Social Anxiety,no because exactly what I go through ong,validation,relatable,5,2025-07-12
C00013_P031,P031,Social Anxiety,not me my everyday routine 🥲,validation,relatable,9,2025-07-12
C00014_P031,P031,Social Anxiety,hmm,ambiguous,neutral,17,2025-07-12
C00000_P032,P032,Dating & Situationships,genuinely how do you know my life fr,validation,relatable,7,2025-07-13
C00001_P032,P032,Dating & Situationships,true!,generic,neutral,11,2025-07-13
C00002_P032,P032,Dating & Situationships,not the last line,ambiguous,neutral,8,2025-07-13
C00003_P032,P032,Dating & Situationships,keep it up !!,generic,neutral,9,2025-07-13
C00004_P032,P032,Dating & Situationships,PAINFULLY ACCURATE,validation,relatable,13,2025-07-13
C00005_P032,P032,Dating & Situationships,the algorithm finally did something right!,generic,neutral,11,2025-07-13
C00006_P032,P032,Dating & Situationships,not this again,ambiguous,neutral,10,2025-07-13
C00007_P032,P032,Dating & Situationships,SIR THIS IS MY DIARY PAGE ISTG,validation,relatable,10,2025-07-13
C00008_P032,P032,Dating & Situationships,underrated page fr 👍,generic,neutral,10,2025-07-13
C00009_P032,P032,Dating & Situationships,I'm going to pretend I didn't read this pls,validation,relatable,13,2025-07-13
C00010_P032,P032,Dating & Situationships,song name please?!,generic,neutral,15,2025-07-13
C00011_P032,P032,Dating & Situationships,you read my diary,validation,relatable,16,2025-07-13
C00012_P032,P032,Dating & Situationships,bro my biography 😭,validation,relatable,13,2025-07-13
C00013_P032,P032,Dating & Situationships,I didn't consent to being exposed lmaoo,validation,relatable,9,2025-07-13
C00014_P032,P032,Dating & Situationships,mine left me on delivered for 3 days 😭,personal_story,relatable,12,2025-07-13
C00015_P032,P032,Dating & Situationships,sending this to the group chat with no context lmaoo,validation,relatable,10,2025-07-13
C00016_P032,P032,Dating & Situationships,can you do one on exam results?,question,neutral,9,2025-07-13
C00017_P032,P032,Dating & Situationships,superb,generic,neutral,14,2025-07-13
C00000_P033,P033,Money Struggles,why is this the story of my life ong,validation,relatable,15,2025-07-15
C00001_P033,P033,Money Struggles,every frame is my biography 🥲,validation,relatable,12,2025-07-15
C00002_P033,P033,Money Struggles,this is just basic psychology,sarcasm,neutral,12,2025-07-15
C00003_P033,P033,Money Struggles,my account balance is a horror movie,personal_story,relatable,6,2025-07-15
C00004_P033,P033,Money Struggles,i live this every single day ngl,validation,relatable,11,2025-07-15
C00005_P033,P033,Money Struggles,the way me in one post 😭,validation,relatable,8,2025-07-15
C00000_P034,P034,College & Hostel Life,i'm going to pretend i didn't read this 💀,validation,relatable,7,2025-07-16
C00001_P034,P034,College & Hostel Life,this speaks for my whole generation 💀,validation,relatable,5,2025-07-16
C00002_P034,P034,College & Hostel Life,what camera do you use?,question,neutral,16,2025-07-16
C00003_P034,P034,College & Hostel Life,the way I did this exact thing this morning and now I'm being called out publicly 🥲🥲,validation,relatable,13,2025-07-16
C00004_P034,P034,College & Hostel Life,underrated page fr :),generic,neutral,10,2025-07-16
C00005_P034,P034,College & Hostel Life,the caption though,ambiguous,relatable,9,2025-07-16
C00006_P034,P034,College & Hostel Life,follow for follow? 👍,generic,neutral,10,2025-07-16
C00007_P034,P034,College & Hostel Life,painfully accurate ?!,validation,relatable,13,2025-07-16
C00008_P034,P034,College & Hostel Life,8am classes should be illegal,personal_story,relatable,12,2025-07-16
C00009_P034,P034,College & Hostel Life,promotion rates in dm,spam,neutral,8,2025-07-16
C00010_P034,P034,College & Hostel Life,nah exactly what I go through anna,validation,relatable,8,2025-07-16
C00011_P034,P034,College & Hostel Life,YES BECAUSE EVERYONE DOES THIS OBVIOUSLY,sarcasm,neutral,7,2025-07-16
C00012_P034,P034,College & Hostel Life,i felt that!!,validation,relatable,12,2025-07-16
C00013_P034,P034,College & Hostel Life,wow so relatable 🙄,sarcasm,neutral,13,2025-07-16
C00014_P034,P034,College & Hostel Life,our mess soup is just hot water with regret,personal_story,relatable,9,2025-07-16
C00015_P034,P034,College & Hostel Life,the last line though,ambiguous,neutral,5,2025-07-16
C00016_P034,P034,College & Hostel Life,how do you deal with this though?,question,neutral,7,2025-07-16
C00017_P034,P034,College & Hostel Life,background music name?!,generic,neutral,17,2025-07-16
C00018_P034,P034,College & Hostel Life,can we get a version with english subtitles?,question,neutral,9,2025-07-16
C00019_P034,P034,College & Hostel Life,why is this a documentary about me 😅,validation,relatable,13,2025-07-16
C00020_P034,P034,College & Hostel Life,I'm crying,ambiguous,relatable,12,2025-07-16
C00021_P034,P034,College & Hostel Life,saved this for the next time it happens yaar,validation,relatable,10,2025-07-16
C00022_P034,P034,College & Hostel Life,literally my everyday routine,validation,relatable,8,2025-07-16
C00023_P034,P034,College & Hostel Life,nooo because my last three years in one video da,validation,relatable,7,2025-07-16
C00000_P035,P035,Family Pressure,i'm in this post and i don't like it istg,validation,relatable,17,2025-07-18
C00001_P035,P035,Family Pressure,who allowed you to expose me like this no cap,validation,relatable,11,2025-07-18
C00002_P035,P035,Family Pressure,literally too real ong,validation,relatable,11,2025-07-18
C00003_P035,P035,Family Pressure,this is so me fr fr,validation,relatable,13,2025-07-18
C00004_P035,P035,Family Pressure,not me the story of my life istg,validation,relatable,13,2025-07-18
C00005_P035,P035,Family Pressure,ok so personal at this point 💀,validation,relatable,12,2025-07-18
C00006_P035,P035,Family Pressure,follow for follow? bro,generic,neutral,7,2025-07-18
C00007_P035,P035,Family Pressure,"came here to laugh, stayed to confront myself ngl",validation,relatable,9,2025-07-18
C00008_P035,P035,Family Pressure,follow fro follow? 👍,generic,neutral,15,2025-07-18
C00009_P035,P035,Family Pressure,I live this every single day da,validation,relatable,9,2025-07-18
C00010_P035,P035,Family Pressure,wait a documentary about me da,validation,relatable,10,2025-07-18
C00011_P035,P035,Family Pressure,watched this five times already lmao,validation,relatable,10,2025-07-18
C00012_P035,P035,Family Pressure,😍 !!,generic,neutral,10,2025-07-18
C00013_P035,P035,Family Pressure,the algorithm finally did something right btw,generic,neutral,12,2025-07-18
C00014_P035,P035,Family Pressure,HURTS BUT FAIR,ambiguous,relatable,16,2025-07-18
C00015_P035,P035,Family Pressure,NOT ME ME IN ONE POST,validation,relatable,9,2025-07-18
C00016_P035,P035,Family Pressure,nah a documentaary about me fr,validation,relatable,7,2025-07-18
C00017_P035,P035,Family Pressure,literally my brain on a normal tuesday ?!,validation,relatable,8,2025-07-18
C00018_P035,P035,Family Pressure,"why did this describe my entire existence in 30 seconds, I'm filing a complaint...",validation,relatable,14,2025-07-18
C00019_P035,P035,Family Pressure,'log kya kahenge' has ruined more careers than failure ever did,personal_story,relatable,12,2025-07-18
C00020_P035,P035,Family Pressure,this is eaxctly what i go through 💀,validation,relatable,9,2025-07-18
C00021_P035,P035,Family Pressure,painfully accurate!!,validation,relatable,13,2025-07-18
C00022_P035,P035,Family Pressure,it's too accurate bhai,validation,relatable,14,2025-07-18
C00023_P035,P035,Family Pressure,that hit close to home,validation,relatable,14,2025-07-18
C00024_P035,P035,Family Pressure,😍!,generic,neutral,15,2025-07-18
C00025_P035,P035,Family Pressure,stop describing me lmaoo,validation,relatable,9,2025-07-18
C00026_P035,P035,Family Pressure,this is literally me 😭😭,validation,relatable,13,2025-07-18
C00027_P035,P035,Family Pressure,watched this five times already yaar,validation,relatable,10,2025-07-18
C00028_P035,P035,Family Pressure,I live this every single day 😭,validation,relatable,14,2025-07-18
C00029_P035,P035,Family Pressure,wow so relatable 🙄,sarcasm,neutral,13,2025-07-18
C00030_P035,P035,Family Pressure,I relate to this too much,validation,relatable,13,2025-07-18
C00031_P035,P035,Family Pressure,this speaks for my whole generation...,validation,relatable,12,2025-07-18
C00032_P035,P035,Family Pressure,excuse me the story of my life ngl,validation,relatable,8,2025-07-18
C00033_P035,P035,Family Pressure,reading this at 3am was a mistake ?!,validation,relatable,11,2025-07-18
C00034_P035,P035,Family Pressure,"I'm the family NGO, free labour included",personal_story,relatable,18,2025-07-18
C00035_P035,P035,Family Pressure,every fraaame is my biography 💀,validation,relatable,15,2025-07-18
C00036_P035,P035,Family Pressure,literally my whole life lmao,validation,relatable,6,2025-07-18
C00037_P035,P035,Family Pressure,do you take content requests?,question,neutral,8,2025-07-18
C00038_P035,P035,Family Pressure,hello?? it me 😭,validation,relatable,8,2025-07-18
C00039_P035,P035,Family Pressure,fr iit me,validation,relatable,13,2025-07-18
C00040_P035,P035,Family Pressure,when is part 2? 👍,generic,neutral,13,2025-07-18
C00041_P035,P035,Family Pressure,make one about first job interviews please,question,neutral,8,2025-07-18
C00042_P035,P035,Family Pressure,watched this five times already anna,validation,relatable,11,2025-07-18
C00043_P035,P035,Family Pressure,haha bro,generic,neutral,14,2025-07-18
C00044_P035,P035,Family Pressure,true 👍,generic,neutral,13,2025-07-18
C00045_P035,P035,Family Pressure,ok so too accurate no cap,validation,relatable,11,2025-07-18
C00046_P035,P035,Family Pressure,😍 btw,generic,neutral,11,2025-07-18
C00047_P035,P035,Family Pressure,great content 🔥,generic,neutral,11,2025-07-18
C00048_P035,P035,Family Pressure,i felt that 😭😭,validation,relatable,9,2025-07-18
C00049_P035,P035,Family Pressure,fake deep,sarcasm,neutral,11,2025-07-18
C00050_P035,P035,Family Pressure,nice post btw,generic,neutral,12,2025-07-18
C00051_P035,P035,Family Pressure,"why did this describe my entire existence in 30 seconds, im filing a complaint 😭😭",validation,relatable,14,2025-07-18
C00052_P035,P035,Family Pressure,this is so me,validation,relatable,12,2025-07-18
C00053_P035,P035,Family Pressure,it's too accurate 😭😭,validation,relatable,13,2025-07-18
C00054_P035,P035,Family Pressure,this is screenshot of my head 😭😭,validation,relatable,8,2025-07-18
C00055_P035,P035,Family Pressure,saved this for the next time it happens istg,validation,relatable,10,2025-07-18
C00056_P035,P035,Family Pressure,not me my brain on a normal tuesday anna,validation,relatable,4,2025-07-18
C00057_P035,P035,Family Pressure,SONG NAME PLEASE? !!,generic,neutral,9,2025-07-18
C00058_P035,P035,Family Pressure,THIS GENERATION AND ITS LABELS ISTG,sarcasm,neutral,13,2025-07-18
C00059_P035,P035,Family Pressure,I felt that,validation,relatable,18,2025-07-18
C00060_P035,P035,Family Pressure,check my page macha,generic,neutral,7,2025-07-18
C00061_P035,P035,Family Pressure,I've never been so seen no cap,validation,relatable,10,2025-07-18
C00062_P035,P035,Family Pressure,love this page,generic,neutral,13,2025-07-18
C00063_P035,P035,Family Pressure,check my page bro,generic,neutral,8,2025-07-18
C00064_P035,P035,Family Pressure,i agree,generic,neutral,11,2025-07-18
C00065_P035,P035,Family Pressure,check my page,generic,neutral,13,2025-07-18
C00066_P035,P035,Family Pressure,ok so me in one post da,validation,relatable,12,2025-07-18
C00067_P035,P035,Family Pressure,superb sis,generic,neutral,8,2025-07-18
C00068_P035,P035,Family Pressure,I live this every single day pls,validation,relatable,10,2025-07-18
C00069_P035,P035,Family Pressure,keep it up!,generic,neutral,13,2025-07-18
C00070_P035,P035,Family Pressure,THE EDIT QUALITY IS INSANE :),generic,neutral,11,2025-07-18
C00071_P035,P035,Family Pressure,follow for follow? 🔥,generic,neutral,4,2025-07-18
C00072_P035,P035,Family Pressure,kinda yes,ambiguous,relatable,13,2025-07-18
C00073_P035,P035,Family Pressure,not me the story of my life!!,validation,relatable,6,2025-07-18
C00074_P035,P035,Family Pressure,reporting this for personal damage bhai,validation,relatable,13,2025-07-18
C00075_P035,P035,Family Pressure,GREAT CONTENT 👍,generic,neutral,8,2025-07-18
C00076_P035,P035,Family Pressure,"came here to laugh, stayed to confront myself pls",validation,relatable,16,2025-07-18
C00077_P035,P035,Family Pressure,this is exactly what i go through 😭😭,validation,relatable,10,2025-07-18
C00078_P035,P035,Family Pressure,exactly.,ambiguous,neutral,9,2025-07-18
C00079_P035,P035,Family Pressure,true that :),generic,neutral,8,2025-07-18
C00080_P035,P035,Family Pressure,cant even,ambiguous,neutral,9,2025-07-18
C00081_P035,P035,Family Pressure,I didnt consent to being exposed ngl,validation,relatable,14,2025-07-18
C00082_P035,P035,Family Pressure,who allowed you to expose me like this ngl,validation,relatable,19,2025-07-18
C00083_P035,P035,Family Pressure,crying,ambiguous,neutral,10,2025-07-18
C00084_P035,P035,Family Pressure,saved this for the next time it happens ngl,validation,relatable,10,2025-07-18
C00085_P035,P035,Family Pressure,😍 🔥,generic,neutral,12,2025-07-18
C00086_P035,P035,Family Pressure,great content!,generic,neutral,14,2025-07-18
C00087_P035,P035,Family Pressure,the timing of this post is suspicious lmaoo,validation,relatable,11,2025-07-18
C00088_P035,P035,Family Pressure,"everyone overthinks, nothing special",sarcasm,neutral,10,2025-07-18
C00089_P035,P035,Family Pressure,THIS SPEAKS FOR MY WHOLE GENERATION,validation,relatable,10,2025-07-18
C00090_P035,P035,Family Pressure,how long did this take to edit?,question,neutral,12,2025-07-18
C00091_P035,P035,Family Pressure,BACKGROUND MUSIC NAME? 👍,generic,neutral,4,2025-07-18
C00092_P035,P035,Family Pressure,which app is this? :),generic,neutral,12,2025-07-18
C00093_P035,P035,Family Pressure,WATCHED THIS FIVE TIMES ALREADY,validation,relatable,10,2025-07-18
C00094_P035,P035,Family Pressure,keep it up ++,generic,neutral,13,2025-07-18
C00095_P035,P035,Family Pressure,check my page ++,generic,neutral,7,2025-07-18
C00096_P035,P035,Family Pressure,fr my brain on a normal tuesday da,validation,relatable,11,2025-07-18
C00097_P035,P035,Family Pressure,your page will blow up!,generic,neutral,11,2025-07-18
C00098_P035,P035,Family Pressure,ok so too real,validation,relatable,12,2025-07-18
C00099_P035,P035,Family Pressure,ok this is a mood,ambiguous,relatable,6,2025-07-18
C00100_P035,P035,Family Pressure,OK BUT PERSONAL AT THIS POINT BHAI,validation,relatable,11,2025-07-18
C00101_P035,P035,Family Pressure,smooth transitions !!,generic,neutral,11,2025-07-18
C00102_P035,P035,Family Pressure,that hit close to home bhai,validation,relatable,11,2025-07-18
C00103_P035,P035,Family Pressure,not me my last three years in one video fr fr,validation,relatable,11,2025-07-18
C00104_P035,P035,Family Pressure,wait my last three years in one video lmao,validation,relatable,12,2025-07-18
C00105_P035,P035,Family Pressure,this is literally me!!,validation,relatable,13,2025-07-18
C00106_P035,P035,Family Pressure,this one,ambiguous,neutral,9,2025-07-18
C00107_P035,P035,Family Pressure,ok but a documentary about me ngl,validation,relatable,14,2025-07-18
C00108_P035,P035,Family Pressure,"hold on, too real 😭",validation,relatable,11,2025-07-18
C00109_P035,P035,Family Pressure,excuse me it me 😭,validation,relatable,7,2025-07-18
C00110_P035,P035,Family Pressure,not me screenshot of my head 😭😭,validation,relatable,6,2025-07-18
C00111_P035,P035,Family Pressure,took the words right out of my mouth,validation,relatable,9,2025-07-18
C00112_P035,P035,Family Pressure,no because my everyday routine,validation,relatable,13,2025-07-18
C00113_P035,P035,Family Pressure,"hold on, me in one post pls",validation,relatable,12,2025-07-18
C00114_P035,P035,Family Pressure,"watched this, closed the app, opened it again, watched it again. yeah. fr",validation,relatable,13,2025-07-18
C00115_P035,P035,Family Pressure,this speaks for my whole generation no cap,validation,relatable,11,2025-07-18
C00116_P035,P035,Family Pressure,which college is this?,question,neutral,10,2025-07-18
C00117_P035,P035,Family Pressure,your page will blow up,generic,neutral,8,2025-07-18
C00118_P035,P035,Family Pressure,reading this at 3am was a mistake da,validation,relatable,9,2025-07-18
C00119_P035,P035,Family Pressure,free followers in bio,generic,neutral,10,2025-07-18
C00000_P036,P036,Self-Image & Comparison,is this based on real evnets?,question,neutral,10,2025-07-19
C00001_P036,P036,Self-Image & Comparison,which college is this?,question,neutral,11,2025-07-19
C00002_P036,P036,Self-Image & Comparison,your page will blow up!,generic,neutral,11,2025-07-19
C00003_P036,P036,Self-Image & Comparison,make one about first job interviews please,question,neutral,8,2025-07-19
C00004_P036,P036,Self-Image & Comparison,FR EXACTLY WHAT I GO THROUGH PLS,validation,relatable,10,2025-07-19
C00005_P036,P036,Self-Image & Comparison,wait it me 💀,validation,relatable,9,2025-07-19
C00006_P036,P036,Self-Image & Comparison,you read my diary yaar,validation,relatable,5,2025-07-19
C00007_P036,P036,Self-Image & Comparison,so true macha,generic,neutral,5,2025-07-19
C00008_P036,P036,Self-Image & Comparison,deep. very deep.,sarcasm,neutral,14,2025-07-19
C00009_P036,P036,Self-Image & Comparison,which app is this?,generic,neutral,9,2025-07-19
C00010_P036,P036,Self-Image & Comparison,the way my last three years in one video pls,validation,relatable,11,2025-07-19
C00011_P036,P036,Self-Image & Comparison,lol ok!,generic,neutral,9,2025-07-19
C00012_P036,P036,Self-Image & Comparison,that hit close to home fr fr,validation,relatable,16,2025-07-19
C00013_P036,P036,Self-Image & Comparison,sir this is my diary page!!,validation,relatable,9,2025-07-19
C00014_P036,P036,Self-Image & Comparison,the algorithm finally did something right 🔥,generic,neutral,10,2025-07-19
C00015_P036,P036,Self-Image & Comparison,i live this every single day...,validation,relatable,14,2025-07-19
C00016_P036,P036,Self-Image & Comparison,I showed this to my roommate and we just sat in silence for a minute fr fr,validation,relatable,14,2025-07-19
C00017_P036,P036,Self-Image & Comparison,free followers in bio bro,generic,neutral,8,2025-07-19
C00018_P036,P036,Self-Image & Comparison,everyone my age is achieving things and I'm here,personal_story,relatable,13,2025-07-19
C00019_P036,P036,Self-Image & Comparison,awesome work btw,generic,neutral,10,2025-07-19
C00020_P036,P036,Self-Image & Comparison,took the words right out of my mouth fr,validation,relatable,11,2025-07-19
C00021_P036,P036,Self-Image & Comparison,I didn't consent to being exposed 💀,validation,relatable,8,2025-07-19
C00022_P036,P036,Self-Image & Comparison,smooth transitions :),generic,neutral,7,2025-07-19
C00023_P036,P036,Self-Image & Comparison,"why did this describe my entire existence in 30 seconds, i'm filing a complaint anna",validation,relatable,13,2025-07-19
C00024_P036,P036,Self-Image & Comparison,ok this is a mood,ambiguous,neutral,11,2025-07-19
C00025_P036,P036,Self-Image & Comparison,hello?? my biography lol,validation,relatable,10,2025-07-19
C00026_P036,P036,Self-Image & Comparison,"came here to laugh, stayed to confront myself 🥲🥲",validation,relatable,13,2025-07-19
C00027_P036,P036,Self-Image & Comparison,"sent this to my best friend at 2am and she replied why is this us, I still have no answer 😭😭",validation,relatable,13,2025-07-19
C00028_P036,P036,Self-Image & Comparison,a mood,ambiguous,relatable,8,2025-07-19
C00029_P036,P036,Self-Image & Comparison,literally my biography 😭,validation,relatable,12,2025-07-19
C00030_P036,P036,Self-Image & Comparison,this is just basic psychology,sarcasm,neutral,8,2025-07-19
C00031_P036,P036,Self-Image & Comparison,"uninstalled Instagram twice, reinstalled in a day",personal_story,relatable,13,2025-07-19
C00032_P036,P036,Self-Image & Comparison,this is my lsat three years in one video 😅,validation,relatable,12,2025-07-19
C00033_P036,P036,Self-Image & Comparison,cool edit,generic,neutral,16,2025-07-19
C00034_P036,P036,Self-Image & Comparison,that hit close to home 🥲,validation,relatable,7,2025-07-19
C00035_P036,P036,Self-Image & Comparison,this one,ambiguous,relatable,6,2025-07-19
C00036_P036,P036,Self-Image & Comparison,wow so relatable 🙄,sarcasm,neutral,9,2025-07-19
C00037_P036,P036,Self-Image & Comparison,i'm in this post and i don't like it lmao,validation,relatable,9,2025-07-19
C00038_P036,P036,Self-Image & Comparison,genuinely how do you know my life lmaoo,validation,relatable,9,2025-07-19
C00039_P036,P036,Self-Image & Comparison,congratulations you discovered being human,sarcasm,neutral,15,2025-07-19
C00040_P036,P036,Self-Image & Comparison,when is part 2? sis,generic,neutral,9,2025-07-19
C00041_P036,P036,Self-Image & Comparison,oh.,ambiguous,neutral,9,2025-07-19
C00042_P036,P036,Self-Image & Comparison,saved this for the next time it happens fr,validation,relatable,13,2025-07-19
C00043_P036,P036,Self-Image & Comparison,painfully accurate anna,validation,relatable,10,2025-07-19
C00044_P036,P036,Self-Image & Comparison,award for most generic post goes to,sarcasm,neutral,13,2025-07-19
C00045_P036,P036,Self-Image & Comparison,sending this to the group chat with no context anna,validation,relatable,6,2025-07-19
C00046_P036,P036,Self-Image & Comparison,this is me in one post 😅,validation,relatable,11,2025-07-19
C00047_P036,P036,Self-Image & Comparison,this is too real,validation,relatable,6,2025-07-19
C00048_P036,P036,Self-Image & Comparison,stop describing me lol,validation,relatable,6,2025-07-19
C00049_P036,P036,Self-Image & Comparison,this felt personal,ambiguous,relatable,15,2025-07-19
C00050_P036,P036,Self-Image & Comparison,love this page btw,generic,neutral,8,2025-07-19
C00051_P036,P036,Self-Image & Comparison,no because personal at this point istg,validation,relatable,11,2025-07-19
C00052_P036,P036,Self-Image & Comparison,seen.,ambiguous,relatable,10,2025-07-19
C00053_P036,P036,Self-Image & Comparison,watched this five times already bhai,validation,relatable,10,2025-07-19
C00054_P036,P036,Self-Image & Comparison,took the words right out of my mouth,validation,relatable,15,2025-07-19
C00055_P036,P036,Self-Image & Comparison,i felt that no cap,validation,relatable,5,2025-07-19
C00056_P036,P036,Self-Image & Comparison,when is part 2? bro,generic,neutral,12,2025-07-19
C00057_P036,P036,Self-Image & Comparison,the honesty is refreshing,ambiguous,relatable,16,2025-07-19
C00058_P036,P036,Self-Image & Comparison,true that !!,generic,neutral,11,2025-07-19
C00059_P036,P036,Self-Image & Comparison,the way so me lol,validation,relatable,15,2025-07-19
C00060_P036,P036,Self-Image & Comparison,hello?? so me ?!,validation,relatable,6,2025-07-19
C00061_P036,P036,Self-Image & Comparison,SONG NAME PLEASE?,generic,neutral,10,2025-07-19
C00062_P036,P036,Self-Image & Comparison,your page will blow up 🔥,generic,neutral,9,2025-07-19
C00063_P036,P036,Self-Image & Comparison,mood.,ambiguous,relatable,13,2025-07-19
C00064_P036,P036,Self-Image & Comparison,haha true macha,generic,neutral,17,2025-07-19
C00065_P036,P036,Self-Image & Comparison,ok this one hurt,ambiguous,relatable,9,2025-07-19
C00000_P037,P037,Social Anxiety,WATCHED THIS FIVE TIMES ALREADY 🥲,validation,relatable,8,2025-07-20
C00001_P037,P037,Social Anxiety,WHY DOES THIS FEEL PERSONAL NGL,validation,relatable,9,2025-07-20
C00002_P037,P037,Social Anxiety,"I rehearse before ordering coffee, no exaggeration",personal_story,relatable,9,2025-07-20
C00003_P037,P037,Social Anxiety,not me too real 😭😭,validation,relatable,14,2025-07-20
C00004_P037,P037,Social Anxiety,award for most generic post goes to,sarcasm,neutral,11,2025-07-20
C00005_P037,P037,Social Anxiety,wait my biography...,validation,relatable,11,2025-07-20
C00006_P037,P037,Social Anxiety,THIS ONE,ambiguous,relatable,7,2025-07-20
C00007_P037,P037,Social Anxiety,literally so me no cap,validation,relatable,14,2025-07-20
C00008_P037,P037,Social Anxiety,i felt that fr fr,validation,relatable,12,2025-07-20
C00009_P037,P037,Social Anxiety,i came to instagram to turn my brain off and instead you described it perfectly fr fr,validation,relatable,7,2025-07-20
C00010_P037,P037,Social Anxiety,so true!,generic,neutral,12,2025-07-20
