comment_id,post_id,topic,comment_text,intent,sentiment_label,likes_on_comment,posted_on,clean,relatable_tag,relatable_probability,lexicon_score
C00031_P038,P038,Dating & Situationships,TRUE THAT SIS,generic,neutral,14,2025-07-22,true that sis,Neutral,0.0199,0.34
C00032_P038,P038,Dating & Situationships,when is part 2?,generic,neutral,11,2025-07-22,when is part,Neutral,0.0285,-0.34
C00033_P038,P038,Dating & Situationships,I didn't consent to being exposed bhai,validation,relatable,10,2025-07-22,i didn't consent to being exposed bhai,Relatable,0.9649,0.0
C00034_P038,P038,Dating & Situationships,why is this my whole life,validation,relatable,17,2025-07-22,why is this my whole life,Relatable,0.9799,0.0
C00035_P038,P038,Dating & Situationships,do you take content requests?,question,neutral,7,2025-07-22,do you take content requests,Neutral,0.0476,0.0
C00036_P038,P038,Dating & Situationships,stop describing me 💀,validation,relatable,10,2025-07-22,stop describing me,Relatable,0.9611,0.34
C00037_P038,P038,Dating & Situationships,nah my biography lmaoo,validation,relatable,6,2025-07-22,nah my biography lmaoo,Relatable,0.9687,0.0
C00038_P038,P038,Dating & Situationships,WHICH APP IS THIS?!,generic,neutral,13,2025-07-22,which app is this !,Neutral,0.025,-0.14
C00039_P038,P038,Dating & Situationships,first comemnt,generic,neutral,15,2025-07-22,first comemnt,Neutral,0.0443,0.0
C00040_P038,P038,Dating & Situationships,exactly this,ambiguous,relatable,9,2025-07-22,exactly this,Relatable,0.5504,0.34
C00041_P038,P038,Dating & Situationships,wait my last three years in one video pls,validation,relatable,14,2025-07-22,wait my last three years in one video pls,Relatable,0.9735,0.0
C00042_P038,P038,Dating & Situationships,is this based on real events?,question,neutral,9,2025-07-22,is this based on real events,Neutral,0.0778,0.34
C00043_P038,P038,Dating & Situationships,literally too real fr fr,validation,relatable,15,2025-07-22,literally too real fr fr,Relatable,0.9416,0.68
C00044_P038,P038,Dating & Situationships,why is this it me lmao,validation,relatable,13,2025-07-22,why is this it me lmao,Relatable,0.9698,0.34
C00045_P038,P038,Dating & Situationships,love this page ++,generic,neutral,13,2025-07-22,love this page,Neutral,0.0197,-0.34
C00046_P038,P038,Dating & Situationships,this is my everyday routine yaar,validation,relatable,5,2025-07-22,this is my everyday routine yaar,Relatable,0.9844,0.0
C00047_P038,P038,Dating & Situationships,this is so me lol,validation,relatable,16,2025-07-22,this is so me lol,Relatable,0.9748,0.34
C00048_P038,P038,Dating & Situationships,why is this screenshot of my head lmaoo,validation,relatable,13,2025-07-22,why is this screenshot of my head lmaoo,Relatable,0.9734,0.0
C00049_P038,P038,Dating & Situationships,"came here to laugh, stayed to confront myself!!",validation,relatable,9,2025-07-22,came here to laugh stayed to confront myself!!,Relatable,0.9669,0.4
C00050_P038,P038,Dating & Situationships,sadly accurate,ambiguous,relatable,14,2025-07-22,sadly accurate,Relatable,0.5629,0.34
C00051_P038,P038,Dating & Situationships,SUPERB MACHA,generic,neutral,9,2025-07-22,superb macha,Neutral,0.0289,0.0
C00052_P038,P038,Dating & Situationships,how long did this take to edit?,question,neutral,14,2025-07-22,how long did this take to edit,Neutral,0.0753,-0.34
C00053_P038,P038,Dating & Situationships,stating the obvious since 2020,sarcasm,neutral,7,2025-07-22,stating the obvious since,Neutral,0.0468,0.0
C00054_P038,P038,Dating & Situationships,BACKGROUND MUSIC NAME? :),generic,neutral,12,2025-07-22,background music name,Neutral,0.0226,-0.34
C00055_P038,P038,Dating & Situationships,so dramatic for no reason,sarcasm,neutral,11,2025-07-22,so dramatic for no reason,Neutral,0.0825,0.0
C00056_P038,P038,Dating & Situationships,song name please? 👍,generic,neutral,7,2025-07-22,song name please,Neutral,0.019,-0.34
C00057_P038,P038,Dating & Situationships,sir this is my diary page 😭😭,validation,relatable,9,2025-07-22,sir this is my diary page,Relatable,0.9648,-0.34
C00058_P038,P038,Dating & Situationships,"found this page today, already binged everything btw",generic,neutral,5,2025-07-22,found this page today already binged everything btw,Neutral,0.0169,-0.34
C00059_P038,P038,Dating & Situationships,sending this to the group chat with no context istg,validation,relatable,10,2025-07-22,sending this to the group chat with no context istg,Relatable,0.9587,0.0
C00060_P038,P038,Dating & Situationships,excuse me my last three years in one video istg,validation,relatable,9,2025-07-22,excuse me my last three years in one video istg,Relatable,0.9845,0.34
C00061_P038,P038,Dating & Situationships,stop describing me anna,validation,relatable,11,2025-07-22,stop describing me anna,Relatable,0.9616,0.34
C00062_P038,P038,Dating & Situationships,hurts but fair,ambiguous,relatable,9,2025-07-22,hurts but fair,Relatable,0.5599,0.34
C00000_P039,P039,Money Struggles,posted at the right time bro,generic,neutral,11,2025-07-23,posted at the right time bro,Neutral,0.0396,0.0
C00001_P039,P039,Money Struggles,this felt personal,ambiguous,relatable,15,2025-07-23,this felt personal,Relatable,0.7053,0.34
C00002_P039,P039,Money Struggles,fake deep,sarcasm,neutral,8,2025-07-23,fake deep,Neutral,0.0409,0.0
C00003_P039,P039,Money Struggles,painfully accurate fr,validation,relatable,7,2025-07-23,painfully accurate fr,Relatable,0.9478,0.68
C00004_P039,P039,Money Struggles,"why did this describe my entire existence in 30 seconds, Im filing a complaint 🥲🥲",validation,relatable,9,2025-07-23,why did this describe my entire existence in seconds im filing a complaint,Relatable,0.9021,0.0
C00005_P039,P039,Money Struggles,why is this exactly what i go through lmaoo,validation,relatable,13,2025-07-23,why is this exactly what i go through lmaoo,Relatable,0.971,0.34
C00006_P039,P039,Money Struggles,cool edit 🔥,generic,neutral,6,2025-07-23,cool edit,Neutral,0.0241,-0.68
C00007_P039,P039,Money Struggles,literally too accurate 😭,validation,relatable,11,2025-07-23,literally too accurate,Relatable,0.9717,0.68
C00008_P039,P039,Money Struggles,haha true,generic,neutral,19,2025-07-23,haha true,Neutral,0.0086,0.34
C00009_P039,P039,Money Struggles,this one,ambiguous,relatable,14,2025-07-23,this one,Neutral,0.405,0.0
C00010_P039,P039,Money Struggles,watched this five times already lmaoo,validation,relatable,11,2025-07-23,watched this five times already lmaoo,Relatable,0.9538,0.0
C00011_P039,P039,Money Struggles,dm for promotions 🔥,generic,neutral,6,2025-07-23,dm for promotions,Neutral,0.0208,-0.34
C00012_P039,P039,Money Struggles,Rs.200 is not small when you have Rs.400,personal_story,relatable,14,2025-07-23,rs is not small when you have rs,Relatable,0.8715,0.0
C00013_P039,P039,Money Struggles,every frame is my biography lmao,validation,relatable,11,2025-07-23,every frame is my biography lmao,Relatable,0.9763,0.0
C00014_P039,P039,Money Struggles,my account balance is a horror movie,personal_story,relatable,7,2025-07-23,my account balance is a horror movie,Relatable,0.8885,0.0
C00015_P039,P039,Money Struggles,deep. very deep.,sarcasm,neutral,7,2025-07-23,deep very deep,Neutral,0.0437,0.0
C00016_P039,P039,Money Struggles,hello?? screenshot of my head bhai,validation,relatable,15,2025-07-23,hello screenshot of my head bhai,Relatable,0.9763,0.0
C00017_P039,P039,Money Struggles,I felt that 💀,validation,relatable,12,2025-07-23,i felt that,Relatable,0.935,0.34
C00000_P040,P040,College & Hostel Life,awesome work !!,generic,neutral,15,2025-07-24,awesome work !!,Neutral,0.0299,0.06
C00001_P040,P040,College & Hostel Life,this is me in one post,validation,relatable,10,2025-07-24,this is me in one post,Relatable,0.9681,0.34
C00002_P040,P040,College & Hostel Life,"found this page today, already binged everything :)",generic,neutral,12,2025-07-24,found this page today already binged everything,Neutral,0.0228,-0.34
C00003_P040,P040,College & Hostel Life,OK SO TOO ACCURATE 💀,validation,relatable,12,2025-07-24,ok so too accurate,Relatable,0.9539,0.34
C00004_P040,P040,College & Hostel Life,that hit close to home 😅,validation,relatable,11,2025-07-24,that hit close to home,Relatable,0.9468,0.34
C00005_P040,P040,College & Hostel Life,this speaks for my whole generation 😅,validation,relatable,12,2025-07-24,this speaks for my whole generation,Relatable,0.9631,0.0
C00006_P040,P040,College & Hostel Life,i live this every single day ngl,validation,relatable,9,2025-07-24,i live this every single day ngl,Relatable,0.9435,0.0
C00007_P040,P040,College & Hostel Life,WHEN IS PART 2? :),generic,neutral,11,2025-07-24,when is part,Neutral,0.0285,-0.34
C00008_P040,P040,College & Hostel Life,first comment 👍,generic,neutral,7,2025-07-24,first comment,Neutral,0.0263,0.0
C00009_P040,P040,College & Hostel Life,this generation and its labels istg,sarcasm,neutral,10,2025-07-24,this generation and its labels istg,Neutral,0.0996,0.0
C00010_P040,P040,College & Hostel Life,this is my whole life 😅,validation,relatable,11,2025-07-24,this is my whole life,Relatable,0.9921,0.0
C00011_P040,P040,College & Hostel Life,not me screenshot of my head 😭,validation,relatable,12,2025-07-24,not me screenshot of my head,Relatable,0.9897,0.34
C00012_P040,P040,College & Hostel Life,every frame is my biography ong,validation,relatable,16,2025-07-24,every frame is my biography ong,Relatable,0.9766,0.0
C00013_P040,P040,College & Hostel Life,love this page bro,generic,neutral,11,2025-07-24,love this page bro,Neutral,0.0196,-0.34
C00014_P040,P040,College & Hostel Life,not to be dramatic but this post understood me better than my last three conversations lmao,validation,relatable,13,2025-07-24,not to be dramatic but this post understood me better than my last three conversations lmao,Relatable,0.9588,0.68
C00015_P040,P040,College & Hostel Life,8am classes should be illegal,personal_story,relatable,11,2025-07-24,am classes should be illegal,Relatable,0.884,0.0
C00016_P040,P040,College & Hostel Life,smooth transitions :),generic,neutral,12,2025-07-24,smooth transitions,Neutral,0.0534,0.0
C00017_P040,P040,College & Hostel Life,bro personal at this point 😅,validation,relatable,7,2025-07-24,bro personal at this point,Relatable,0.8877,0.0
C00018_P040,P040,College & Hostel Life,your page will blow up bro,generic,neutral,9,2025-07-24,your page will blow up bro,Neutral,0.015,-0.34
C00019_P040,P040,College & Hostel Life,i agree!,generic,neutral,10,2025-07-24,i agree!,Neutral,0.0316,0.2
C00020_P040,P040,College & Hostel Life,"earn 5000 daily, link in bio",spam,neutral,10,2025-07-24,earn daily link in bio,Neutral,0.0946,-0.68
C00021_P040,P040,College & Hostel Life,chcek my page 👍,generic,neutral,6,2025-07-24,chcek my page,Neutral,0.146,-0.34
C00022_P040,P040,College & Hostel Life,any tips for the 2am version of this?,question,neutral,8,2025-07-24,any tips for the am version of this,Neutral,0.104,-0.34
C00023_P040,P040,College & Hostel Life,that hit close to home lol,validation,relatable,9,2025-07-24,that hit close to home lol,Relatable,0.935,0.34
C00024_P040,P040,College & Hostel Life,stop describing me pls,validation,relatable,17,2025-07-24,stop describing me pls,Relatable,0.9644,0.34
C00025_P040,P040,College & Hostel Life,literally my whole life istg,validation,relatable,9,2025-07-24,literally my whole life istg,Relatable,0.9803,0.34
C00026_P040,P040,College & Hostel Life,song name please? :),generic,neutral,11,2025-07-24,song name please,Neutral,0.019,-0.34
C00027_P040,P040,College & Hostel Life,watched this five times already ong,validation,relatable,8,2025-07-24,watched this five times already ong,Relatable,0.9683,0.0
C00028_P040,P040,College & Hostel Life,our mess soup is just hot water with regret,personal_story,relatable,12,2025-07-24,our mess soup is just hot water with regret,Relatable,0.8672,0.0
C00029_P040,P040,College & Hostel Life,this is so me 🥲,validation,relatable,9,2025-07-24,this is so me,Relatable,0.9807,0.34
C00030_P040,P040,College & Hostel Life,the way my brain on a normal tuesday lmao,validation,relatable,8,2025-07-24,the way my brain on a normal tuesday lmao,Relatable,0.974,0.0
C00031_P040,P040,College & Hostel Life,ok so the story of my life,validation,relatable,11,2025-07-24,ok so the story of my life,Relatable,0.9745,0.0
C00032_P040,P040,College & Hostel Life,it's one thing to make a meme and another to describe my whole personality,validation,relatable,4,2025-07-24,it's one thing to make a meme and another to describe my whole personality,Relatable,0.9471,0.0
C00033_P040,P040,College & Hostel Life,growth service dm now,spam,neutral,4,2025-07-24,growth service dm now,Neutral,0.0928,-0.34
C00034_P040,P040,College & Hostel Life,GENUINELY HOW DO YOU KNOW MY LIFE 🥲🥲,validation,relatable,8,2025-07-24,genuinely how do you know my life,Relatable,0.9197,0.0
C00035_P040,P040,College & Hostel Life,check my page ++,generic,neutral,6,2025-07-24,check my page,Neutral,0.0322,-0.68
C00036_P040,P040,College & Hostel Life,the way literally me ong,validation,relatable,7,2025-07-24,the way literally me ong,Relatable,0.9789,0.68
C00037_P040,P040,College & Hostel Life,congratulations you discovered being human,sarcasm,neutral,9,2025-07-24,congratulations you discovered being human,Neutral,0.0685,0.0
C00038_P040,P040,College & Hostel Life,this is so me fr,validation,relatable,13,2025-07-24,this is so me fr,Relatable,0.984,0.34
C00039_P040,P040,College & Hostel Life,sending this to the group chat with no context bhai,validation,relatable,11,2025-07-24,sending this to the group chat with no context bhai,Relatable,0.9598,0.0
C00040_P040,P040,College & Hostel Life,I live this every single day...,validation,relatable,11,2025-07-24,i live this every single day,Relatable,0.9365,0.0
C00041_P040,P040,College & Hostel Life,it's one thing to make a meme and another to describe my whole personality 🥲,validation,relatable,9,2025-07-24,it's one thing to make a meme and another to describe my whole personality,Relatable,0.9471,0.0
C00042_P040,P040,College & Hostel Life,nice post 🔥,generic,neutral,15,2025-07-24,nice post,Neutral,0.0661,-0.34
C00043_P040,P040,College & Hostel Life,sir this is my diary page 😭,validation,relatable,10,2025-07-24,sir this is my diary page,Relatable,0.9648,-0.34
C00044_P040,P040,College & Hostel Life,ok but my biography fr,validation,relatable,7,2025-07-24,ok but my biography fr,Relatable,0.9642,0.0
C00045_P040,P040,College & Hostel Life,nice post!,generic,neutral,12,2025-07-24,nice post!,Neutral,0.0661,-0.14
C00046_P040,P040,College & Hostel Life,what's the song used here?,question,neutral,7,2025-07-24,what's the song used here,Neutral,0.0843,-0.34
C00047_P040,P040,College & Hostel Life,😍 ++,generic,neutral,10,2025-07-24,,Neutral,0.2792,0.0
C00048_P040,P040,College & Hostel Life,🔥🔥 🔥,generic,neutral,11,2025-07-24,,Neutral,0.2792,0.0
C00049_P040,P040,College & Hostel Life,bro my biography lmaoo,validation,relatable,14,2025-07-24,bro my biography lmaoo,Relatable,0.9212,0.0
C00050_P040,P040,College & Hostel Life,hello?? my brain on a normal tuesday 🥲🥲,validation,relatable,11,2025-07-24,hello my brain on a normal tuesday,Relatable,0.9609,0.0
C00051_P040,P040,College & Hostel Life,first comment,generic,neutral,12,2025-07-24,first comment,Neutral,0.0263,0.0
C00052_P040,P040,College & Hostel Life,sir this is my diary page istg,validation,relatable,19,2025-07-24,sir this is my diary page istg,Relatable,0.959,-0.34
C00053_P040,P040,College & Hostel Life,lol ok bro,generic,neutral,8,2025-07-24,lol ok bro,Neutral,0.0341,0.0
C00054_P040,P040,College & Hostel Life,I've never been so seen 🥲,validation,relatable,9,2025-07-24,i've never been so seen,Relatable,0.9208,0.34
C00055_P040,P040,College & Hostel Life,hurts but fair,ambiguous,relatable,10,2025-07-24,hurts but fair,Relatable,0.5599,0.34
C00056_P040,P040,College & Hostel Life,cool edit bro,generic,neutral,10,2025-07-24,cool edit bro,Neutral,0.0148,-0.68
C00057_P040,P040,College & Hostel Life,how do you deal with this though?,question,neutral,10,2025-07-24,how do you deal with this though,Neutral,0.1266,0.0
C00058_P040,P040,College & Hostel Life,this hit,ambiguous,neutral,15,2025-07-24,this hit,Neutral,0.1016,0.0
C00059_P040,P040,College & Hostel Life,why is this so me ong,validation,relatable,12,2025-07-24,why is this so me ong,Relatable,0.9644,0.34
C00060_P040,P040,College & Hostel Life,so true ++,generic,neutral,12,2025-07-24,so true,Neutral,0.0315,0.34
C00061_P040,P040,College & Hostel Life,this is screenshot of my head...,validation,relatable,9,2025-07-24,this is screenshot of my head,Relatable,0.9701,0.0
C00062_P040,P040,College & Hostel Life,I didn't consent to being exposed 💀,validation,relatable,14,2025-07-24,i didn't consent to being exposed,Relatable,0.9666,0.0
C00063_P040,P040,College & Hostel Life,do one about hostellers please,question,neutral,16,2025-07-24,do one about hostellers please,Neutral,0.0472,0.0
C00064_P040,P040,College & Hostel Life,FR MY EVERYDAY ROUTINE BHAI,validation,relatable,14,2025-07-24,fr my everyday routine bhai,Relatable,0.9657,0.0
C00065_P040,P040,College & Hostel Life,what app is this?,question,neutral,3,2025-07-24,what app is this,Neutral,0.0518,-0.34
C00000_P041,P041,Family Pressure,nah my everyday routine istg,validation,relatable,10,2025-07-26,nah my everyday routine istg,Relatable,0.9496,0.0
C00001_P041,P041,Family Pressure,the edit quality is insane,generic,neutral,10,2025-07-26,the edit quality is insane,Neutral,0.0239,-0.34
C00002_P041,P041,Family Pressure,"I'm the family NGO, free labour included",personal_story,relatable,10,2025-07-26,i'm the family ngo free labour included,Relatable,0.8586,-0.34
C00003_P041,P041,Family Pressure,fake deep,sarcasm,neutral,7,2025-07-26,fake deep,Neutral,0.0409,0.0
C00004_P041,P041,Family Pressure,which app is this? sis,generic,neutral,10,2025-07-26,which app is this sis,Neutral,0.0173,-0.34
C00005_P041,P041,Family Pressure,sending this to the group chat with no context lmaoo,validation,relatable,13,2025-07-26,sending this to the group chat with no context lmaoo,Relatable,0.9688,0.0
C00006_P041,P041,Family Pressure,ok but my brain on a normal tuesday no cap,validation,relatable,7,2025-07-26,ok but my brain on a normal tuesday no cap,Relatable,0.9695,0.0
C00007_P041,P041,Family Pressure,you read my diary 🥲🥲,validation,relatable,7,2025-07-26,you read my diary,Relatable,0.9682,0.0
C00008_P041,P041,Family Pressure,'log kya kahenge' has ruined more careers than failure ever did,personal_story,relatable,10,2025-07-26,'log kya kahenge' has ruined more careers than failure ever did,Relatable,0.8525,0.0
C00009_P041,P041,Family Pressure,love this page macha,generic,neutral,16,2025-07-26,love this page macha,Neutral,0.014,-0.34
C00010_P041,P041,Family Pressure,ok but it me ngl,validation,relatable,12,2025-07-26,ok but it me ngl,Relatable,0.9578,0.34
C00011_P041,P041,Family Pressure,ok so literally me lmao,validation,relatable,12,2025-07-26,ok so literally me lmao,Relatable,0.9683,0.68
C00012_P041,P041,Family Pressure,saved this for the next time it happens 💀,validation,relatable,10,2025-07-26,saved this for the next time it happens,Relatable,0.95,0.0
C00013_P041,P041,Family Pressure,im going to pretend i didn't read this,validation,relatable,11,2025-07-26,im going to pretend i didn't read this,Relatable,0.9555,0.0
C00014_P041,P041,Family Pressure,reporting this for personal damage ngl,validation,relatable,4,2025-07-26,reporting this for personal damage ngl,Relatable,0.9544,0.0
C00015_P041,P041,Family Pressure,I paused. sat down. processed. same. ong,validation,relatable,12,2025-07-26,i paused sat down processed same ong,Relatable,0.9688,0.34
C00016_P041,P041,Family Pressure,underrated page fr bro,generic,neutral,15,2025-07-26,underrated page fr bro,Neutral,0.0195,-0.34
C00017_P041,P041,Family Pressure,watched this five times already...,validation,relatable,12,2025-07-26,watched this five times already,Relatable,0.9518,0.0
C00018_P041,P041,Family Pressure,congratulations you discovered being human,sarcasm,neutral,14,2025-07-26,congratulations you discovered being human,Neutral,0.0685,0.0
C00019_P041,P041,Family Pressure,true that sis,generic,neutral,12,2025-07-26,true that sis,Neutral,0.0199,0.34
C00020_P041,P041,Family Pressure,hello?? literally me da,validation,relatable,7,2025-07-26,hello literally me da,Relatable,0.9696,0.68
C00021_P041,P041,Family Pressure,this is personal at tihs point lmaoo,validation,relatable,15,2025-07-26,this is personal at tihs point lmaoo,Relatable,0.8983,0.0
C00022_P041,P041,Family Pressure,"sent this to my best friend at 2am and she replied why is this us, I still have no answer fr fr",validation,relatable,6,2025-07-26,sent this to my best friend at am and she replied why is this us i still have no answer fr fr,Relatable,0.9612,0.0
C00023_P041,P041,Family Pressure,the way my whole life!!,validation,relatable,11,2025-07-26,the way my whole life!!,Relatable,0.9871,0.4
C00024_P041,P041,Family Pressure,background music name? !!,generic,neutral,8,2025-07-26,background music name !!,Neutral,0.0226,0.06
C00025_P041,P041,Family Pressure,DESERVES WAY MORE LIKES BTW,generic,neutral,5,2025-07-26,deserves way more likes btw,Neutral,0.0241,0.0
C00026_P041,P041,Family Pressure,genuinely how do you know my life 💀,validation,relatable,10,2025-07-26,genuinely how do you know my life,Relatable,0.9197,0.0
C00027_P041,P041,Family Pressure,"came here to laugh, stayed to confront myself lmoao",validation,relatable,9,2025-07-26,came here to laugh stayed to confront myself lmoao,Relatable,0.9669,0.34
C00028_P041,P041,Family Pressure,sending this to the group chat with no context 😭,validation,relatable,11,2025-07-26,sending this to the group chat with no context,Relatable,0.9566,0.0
C00029_P041,P041,Family Pressure,literally exactly what I go through da,validation,relatable,11,2025-07-26,literally exactly what i go through da,Relatable,0.9614,0.68
C00030_P041,P041,Family Pressure,painfully accurate bhai,validation,relatable,6,2025-07-26,painfully accurate bhai,Relatable,0.9448,0.68
C00031_P041,P041,Family Pressure,the timing of this post is suspicious 😅,validation,relatable,7,2025-07-26,the timing of this post is suspicious,Relatable,0.9637,0.0
C00032_P041,P041,Family Pressure,exactly.,ambiguous,neutral,11,2025-07-26,exactly,Neutral,0.3346,0.34
C00033_P041,P041,Family Pressure,"watched this, closed the app, opened it again, watched it again. yeah....",validation,relatable,10,2025-07-26,watched this closed the app opened it again watched it again yeah,Relatable,0.8896,-0.34
C00034_P041,P041,Family Pressure,hurts but fair,ambiguous,relatable,13,2025-07-26,hurts but fair,Relatable,0.5599,0.34
C00035_P041,P041,Family Pressure,ok but exactly what I go through!!,validation,relatable,12,2025-07-26,ok but exactly what i go through!!,Relatable,0.9451,0.74
C00036_P041,P041,Family Pressure,no yeah,ambiguous,neutral,14,2025-07-26,no yeah,Neutral,0.2512,0.0
C00037_P041,P041,Family Pressure,I'm in this post and I don't like it ong,validation,relatable,12,2025-07-26,i'm in this post and i don't like it ong,Relatable,0.9598,0.0
C00038_P041,P041,Family Pressure,smooth transitions sis,generic,neutral,10,2025-07-26,smooth transitions sis,Neutral,0.0262,0.0
C00039_P041,P041,Family Pressure,"why does this have no likes, underrated",question,neutral,12,2025-07-26,why does this have no likes underrated,Neutral,0.0679,0.0
C00040_P041,P041,Family Pressure,hello?? exactly what I go through lmaoo,validation,relatable,9,2025-07-26,hello exactly what i go through lmaoo,Relatable,0.9551,0.34
C00041_P041,P041,Family Pressure,oh.,ambiguous,neutral,9,2025-07-26,oh,Neutral,0.119,0.0
C00042_P041,P041,Family Pressure,the timing of this post is suspicious lmaoo,validation,relatable,13,2025-07-26,the timing of this post is suspicious lmaoo,Relatable,0.975,0.0
C00043_P041,P041,Family Pressure,I'm in this post and I don't like it ngl,validation,relatable,10,2025-07-26,i'm in this post and i don't like it ngl,Relatable,0.9593,0.0
C00044_P041,P041,Family Pressure,the way exactly what I go through 😅,validation,relatable,13,2025-07-26,the way exactly what i go through,Relatable,0.9712,0.34
C00045_P041,P041,Family Pressure,do one about hostellers please,question,neutral,14,2025-07-26,do one about hostellers please,Neutral,0.0472,0.0
C00046_P041,P041,Family Pressure,literally it me 🥲🥲,validation,relatable,14,2025-07-26,literally it me,Relatable,0.9686,0.68
C00047_P041,P041,Family Pressure,part 3 when?,question,neutral,15,2025-07-26,part when,Neutral,0.0328,-0.34
C00048_P041,P041,Family Pressure,"found this page today, already binged everything !!",generic,neutral,10,2025-07-26,found this page today already binged everything !!,Neutral,0.0228,0.06
C00049_P041,P041,Family Pressure,took the words right out of my mouth lmaoo,validation,relatable,9,2025-07-26,took the words right out of my mouth lmaoo,Relatable,0.9689,0.0
C00050_P041,P041,Family Pressure,🔥🔥 macha,generic,neutral,11,2025-07-26,macha,Neutral,0.0302,0.0
C00051_P041,P041,Family Pressure,haha true sis,generic,neutral,10,2025-07-26,haha true sis,Neutral,0.009,0.34
C00052_P041,P041,Family Pressure,I felt that da,validation,relatable,11,2025-07-26,i felt that da,Relatable,0.9314,0.34
C00053_P041,P041,Family Pressure,you read my diary bhai,validation,relatable,12,2025-07-26,you read my diary bhai,Relatable,0.9774,0.0
C00000_P042,P042,Self-Image & Comparison,superb 👍,generic,neutral,8,2025-07-27,superb,Neutral,0.0327,0.0
C00001_P042,P042,Self-Image & Comparison,ok but so me 🥲,validation,relatable,5,2025-07-27,ok but so me,Relatable,0.9444,0.34
C00002_P042,P042,Self-Image & Comparison,facts!,generic,neutral,12,2025-07-27,facts!,Neutral,0.0317,0.2
C00003_P042,P042,Self-Image & Comparison,"uninstalled Instagram twice, reinstalled in a day",personal_story,relatable,12,2025-07-27,uninstalled instagram twice reinstalled in a day,Relatable,0.8956,0.0
C00004_P042,P042,Self-Image & Comparison,first comment!,generic,neutral,9,2025-07-27,first comment!,Neutral,0.0263,0.2
C00005_P042,P042,Self-Image & Comparison,"watched this, closed the app, opened it again, watched it again. yeah. pls",validation,relatable,7,2025-07-27,watched this closed the app opened it again watched it again yeah pls,Relatable,0.9142,-0.34
C00006_P042,P042,Self-Image & Comparison,literally too real ?!,validation,relatable,10,2025-07-27,literally too real !,Relatable,0.8864,0.88
C00007_P042,P042,Self-Image & Comparison,too real,ambiguous,relatable,9,2025-07-27,too real,Relatable,0.8173,0.34
C00008_P042,P042,Self-Image & Comparison,saved this for the next time it happens!!,validation,relatable,12,2025-07-27,saved this for the next time it happens!!,Relatable,0.95,0.4
C00009_P042,P042,Self-Image & Comparison,the algorithm finally did something right macha,generic,neutral,11,2025-07-27,the algorithm finally did something right macha,Neutral,0.031,0.0
C00010_P042,P042,Self-Image & Comparison,literally too real!!,validation,relatable,10,2025-07-27,literally too real!!,Relatable,0.8864,0.74
C00011_P042,P042,Self-Image & Comparison,im going to pretend i didn't read this no cap,validation,relatable,8,2025-07-27,im going to pretend i didn't read this no cap,Relatable,0.9705,0.0
C00012_P042,P042,Self-Image & Comparison,love this page !!,generic,neutral,18,2025-07-27,love this page !!,Neutral,0.0197,0.06
C00013_P042,P042,Self-Image & Comparison,fr my last three years in one video fr,validation,relatable,10,2025-07-27,fr my last three years in one video fr,Relatable,0.9769,0.0
C00014_P042,P042,Self-Image & Comparison,unfortunately yes,ambiguous,relatable,12,2025-07-27,unfortunately yes,Relatable,0.5491,0.0
C00015_P042,P042,Self-Image & Comparison,reading this at 3am was a mistake fr fr,validation,relatable,8,2025-07-27,reading this at am was a mistake fr fr,Relatable,0.972,0.0
C00016_P042,P042,Self-Image & Comparison,dm for promotions !!,generic,neutral,11,2025-07-27,dm for promotions !!,Neutral,0.0208,0.06
C00017_P042,P042,Self-Image & Comparison,I'm in this post and I don't like it 😭😭,validation,relatable,5,2025-07-27,i'm in this post and i don't like it,Relatable,0.9555,0.0
C00018_P042,P042,Self-Image & Comparison,bro exactly what I go through 😭😭,validation,relatable,11,2025-07-27,bro exactly what i go through,Relatable,0.9105,0.34
C00019_P042,P042,Self-Image & Comparison,deserves way more likes sis,generic,neutral,16,2025-07-27,deserves way more likes sis,Neutral,0.0249,0.0
C00020_P042,P042,Self-Image & Comparison,part 2 please?,question,neutral,10,2025-07-27,part please,Neutral,0.0278,-0.34
C00021_P042,P042,Self-Image & Comparison,everyone my age is achieving things and I'm here,personal_story,relatable,6,2025-07-27,everyone my age is achieving things and i'm here,Relatable,0.8981,0.0
C00022_P042,P042,Self-Image & Comparison,ok boomer,sarcasm,neutral,6,2025-07-27,ok boomer,Neutral,0.0538,0.0
C00023_P042,P042,Self-Image & Comparison,wow so relatable 🙄,sarcasm,neutral,10,2025-07-27,wow so relatable,Neutral,0.0446,0.34
C00024_P042,P042,Self-Image & Comparison,bro a documentary about me 😭😭,validation,relatable,8,2025-07-27,bro a documentary about me,Relatable,0.9238,0.34
C00025_P042,P042,Self-Image & Comparison,😍 bro,generic,neutral,5,2025-07-27,bro,Neutral,0.0594,0.0
C00026_P042,P042,Self-Image & Comparison,nice post ++,generic,neutral,13,2025-07-27,nice post,Neutral,0.0661,-0.34
C00027_P042,P042,Self-Image & Comparison,wow,ambiguous,neutral,10,2025-07-27,wow,Neutral,0.214,0.0
C00028_P042,P042,Self-Image & Comparison,stop describing me pls,validation,relatable,9,2025-07-27,stop describing me pls,Relatable,0.9644,0.34
C00029_P042,P042,Self-Image & Comparison,personally attacked,ambiguous,neutral,15,2025-07-27,personally attacked,Neutral,0.238,0.34
